DATE,AUDCAD,AUDCHF,AUDJPY,AUDNZD,AUDUSD,EURAUD,EURCAD,EURCHF,EURJPY,EURNZD,EURUSD,GBPAUD,GBPCAD,GBPCHF,GBPJPY,GBPNZD,GBPUSD,NZDCAD,NZDCHF,NZDJPY,NZDUSD,USDCAD,USDCHF,USDJPY,XAUUSD,,Unit,AUDCAD,AUDCHF,AUDJPY,AUDNZD,AUDUSD,EURAUD,EURCAD,EURCHF,EURJPY,EURNZD,EURUSD,GBPAUD,GBPCAD,GBPCHF,GBPJPY,GBPNZD,GBPUSD,NZDCAD,NZDCHF,NZDJPY,NZDUSD,USDCAD,USDCHF,USDJPY,XAUUSD,,AUDCAD,AUDCHF,AUDJPY,AUDNZD,AUDUSD,EURAUD,EURCAD,EURCHF,EURJPY,EURNZD,EURUSD,GBPAUD,GBPCAD,GBPCHF,GBPJPY,GBPNZD,GBPUSD,NZDCAD,NZDCHF,NZDJPY,NZDUSD,USDCAD,USDCHF,USDJPY,XAUUSD,,position Value,Change per day,Direction,,,
2010.05.26,0.8794,0.95304,73.826,1.23784,0.82132,1.4821,1.3034,1.41294,109.438,1.83509,1.21753,1.75051,1.54024,1.66939,129.297,2.16899,1.43861,0.71086,0.77118,59.79,0.66284,1.07085,1.16053,89.885,1211.39,,1000,879.4,953.04,73826,1237.84,821.32,1482.1,1303.4,1412.94,109438,1835.09,1217.53,1750.51,1540.24,1669.39,129297,2168.99,1438.61,710.86,771.18,59790,662.84,1070.85,1160.53,89885,1211390,,821.2167904,821.2109984,821.3383768,820.4898656,821.32,1217.278372,1217.163935,1217.495455,1217.533515,1216.371056,1217.53,1437.728873,1438.334034,1438.472077,1438.47138,1437.693332,1438.61,663.8278003,664.506734,665.1832898,662.84,1000,1000,1000,1211.39,,26906.00588,,,,,
2010.05.27,0.89197,0.97949,77.484,1.24411,0.85119,1.4517,1.29508,1.42264,112.53,1.80691,1.23608,1.7121,1.52797,1.67805,132.719,2.13154,1.45806,0.71669,0.78641,62.114,0.68352,1.04806,1.15089,91.034,1212.27,,,891.97,979.49,77484,1244.11,851.19,1451.7,1295.08,1422.64,112530,1806.91,1236.08,1712.1,1527.97,1678.05,132719,2131.54,1458.06,716.69,786.41,62114,683.52,1048.06,1150.89,91034,1212270,,851.067687,851.0717792,851.1545137,850.3740672,851.19,1235.672523,1235.692613,1236.12161,1236.131555,1235.059123,1236.08,1457.322399,1457.903173,1458.045513,1457.905837,1456.950221,1458.06,683.8253535,683.3059632,682.3164971,683.52,1000,1000,1000,1212.27,,27361.04043,455.034545,1,,MAX,981.3966605
2010.05.28,0.89326,0.98168,77.131,1.2468,0.84716,1.4476,1.29393,1.42239,111.749,1.80629,1.22732,1.70575,1.52411,1.67526,131.607,2.12757,1.44562,0.71517,0.78616,61.781,0.6787,1.05449,1.15892,91.051,1214.05,,,893.26,981.68,77131,1246.8,847.16,1447.6,1293.93,1422.39,111749,1806.29,1227.32,1705.75,1524.11,1675.26,131607,2127.57,1445.62,715.17,786.16,61781,678.7,1054.49,1158.92,91051,1214050,,847.1014424,847.0645083,847.1186478,846.20316,847.16,1226.348816,1227.067113,1227.340973,1227.323149,1225.929023,1227.32,1445.04317,1445.35273,1445.535499,1445.420698,1443.981759,1445.62,678.214113,678.3557105,678.5318118,678.7,1000,1000,1000,1214.05,,27194.78232,-166.2581062,0,,MIN,-1331.052984
2010.05.31,0.88307,0.97622,77.178,1.24201,0.84567,1.4545,1.28466,1.42065,112.304,1.80723,1.23048,1.71787,1.51773,1.67821,132.645,2.13384,1.45357,0.71057,0.78687,62.112,0.68019,1.04434,1.15462,91.263,1216,,,883.07,976.22,77178,1242.01,845.67,1454.5,1284.66,1420.65,112304,1807.23,1230.48,1717.87,1517.73,1678.21,132645,2133.84,1453.57,710.57,786.87,62112,680.19,1044.34,1154.62,91263,1216000,,845.5771109,845.4902912,845.665823,844.8027819,845.67,1230.027015,1230.116629,1230.404809,1230.553455,1229.259774,1230.48,1452.751123,1453.291074,1453.47387,1453.436771,1451.41663,1453.57,680.4010188,681.4969427,680.5824924,680.19,1000,1000,1000,1216,,27264.65761,69.87528659,1,,AVERAGE,-0.204368481
2010.06.01,0.8768,0.96102,75.56,1.23026,0.83094,1.471,1.29005,1.4147,111.198,1.81083,1.22273,1.76202,1.54541,1.69456,133.19,2.16937,1.46489,0.71164,0.78111,61.416,0.67475,1.05536,1.15691,90.935,1225.47,,,876.8,961.02,75560,1230.26,830.94,1471,1290.05,1414.7,111198,1810.83,1222.73,1762.02,1545.41,1694.56,133190,2169.37,1464.89,711.64,781.11,61416,674.75,1055.36,1156.91,90935,1225470,,830.8065494,830.6782723,830.9231869,830.117935,830.94,1222.31274,1222.379093,1222.826322,1222.829494,1221.857543,1222.73,1464.132899,1464.343921,1464.729322,1464.672568,1463.782408,1464.89,674.310188,675.1692007,675.3835157,674.75,1000,1000,1000,1225.47,,27200.03516,-64.62245266,0,,,
2010.06.02,0.87394,0.97198,77.552,1.23399,0.84191,1.4544,1.27119,1.41447,112.826,1.79602,1.22484,1.7393,1.52079,1.69166,134.942,2.14833,1.46503,0.70702,0.78619,62.799,0.68145,1.03817,1.1547,92.117,1223.24,,,873.94,971.98,77552,1233.99,841.91,1454.4,1271.19,1414.47,112826,1796.02,1224.84,1739.3,1520.79,1691.66,134942,2148.33,1465.03,707.02,786.19,62799,681.45,1038.17,1154.7,92117,1223240,,841.8081817,841.7597644,841.8858625,840.9024855,841.91,1224.473904,1224.452643,1224.967524,1224.811924,1223.897829,1224.84,1464.334063,1464.875695,1465.021218,1464.897902,1463.979479,1465.03,681.0252656,680.8608297,681.7308423,681.45,1000,1000,1000,1223.24,,27292.15541,92.12025424,1,,,
2010.06.03,0.87839,0.97657,78.294,1.23278,0.84465,1.4393,1.26451,1.40644,112.739,1.77543,1.21613,1.72899,1.51974,1.68972,135.445,2.13271,1.46127,0.71043,0.78974,63.205,0.68446,1.04009,1.15636,92.698,1206.36,,,878.39,976.57,78294,1232.78,844.65,1439.3,1264.51,1406.44,112739,1775.43,1216.13,1728.99,1519.74,1689.72,135445,2132.71,1461.27,710.43,789.74,63205,684.46,1040.09,1156.36,92698,1206360,,844.5326847,844.5207375,844.6136918,843.7885988,844.65,1215.704745,1215.769789,1216.264831,1216.196682,1215.210818,1216.13,1460.391404,1461.162015,1461.240444,1461.142635,1459.754687,1461.27,683.0466594,682.9534055,681.8377959,684.46,1000,1000,1000,1206.36,,27221.00162,-71.15378833,0,,,
2010.06.04,0.87445,0.95657,75.636,1.22612,0.82314,1.4553,1.27116,1.3915,109.973,1.78311,1.19676,1.75485,1.53551,1.68029,132.799,2.1536,1.44537,0.71214,0.77908,61.579,0.67046,1.06252,1.16258,91.885,1219.58,,,874.45,956.57,75636,1226.12,823.14,1455.3,1271.16,1391.5,109973,1783.11,1196.76,1754.85,1535.51,1680.29,132799,2153.6,1445.37,712.14,779.08,61579,670.46,1062.52,1162.58,91885,1219580,,822.996273,822.7992912,823.159384,822.0644152,823.14,1197.915642,1196.363363,1196.90688,1196.854764,1195.503931,1196.76,1444.487229,1445.158679,1445.31129,1445.273984,1443.902656,1445.37,670.2367955,670.1302276,670.1746749,670.46,1000,1000,1000,1219.58,,26864.54948,-356.4521437,0,,,
2010.06.07,0.85994,0.94202,74.017,1.22917,0.8102,1.4711,1.26519,1.38669,108.932,1.80903,1.19226,1.78475,1.5356,1.68234,132.148,2.19427,1.44661,0.69825,0.76564,60.208,0.65844,1.06151,1.16296,91.359,1240.05,,,859.94,942.02,74017,1229.17,810.2,1471.1,1265.19,1386.69,108932,1809.03,1192.26,1784.75,1535.6,1682.34,132148,2194.27,1446.61,698.25,765.64,60208,658.44,1061.51,1162.96,91359,1240050,,810.1101261,810.0192612,810.1774319,809.3346948,810.2,1191.88522,1191.877608,1192.37979,1192.351055,1191.137713,1192.26,1446.00445,1446.618496,1446.601775,1446.469423,1444.795139,1446.61,657.7893755,658.3545436,659.026478,658.44,1000,1000,1000,1240.05,,26752.49258,-112.0568994,0,,,
2010.06.08,0.86668,0.95364,75.685,1.23939,0.82763,1.4461,1.25364,1.37989,109.491,1.79338,1.19729,1.74734,1.51518,1.66738,132.298,2.16617,1.44683,0.69842,0.7688,61.023,0.66698,1.04732,1.15241,91.447,1236.39,,,866.68,953.64,75685,1239.39,827.63,1446.1,1253.64,1379.89,109491,1793.38,1197.29,1747.34,1515.18,1667.38,132298,2166.17,1446.83,698.42,768.8,61023,666.98,1047.32,1152.41,91447,1236390,,827.5216744,827.5179841,827.6378667,826.6483422,827.63,1196.835743,1196.998052,1197.395024,1197.316478,1196.148592,1197.29,1446.151004,1446.721155,1446.863529,1446.717771,1444.792067,1446.83,666.8639957,667.1236799,667.3045589,666.98,1000,1000,1000,1236.39,,26901.67752,149.184939,1,,,
2010.06.09,0.86423,0.95012,75.551,1.23907,0.82762,1.4467,1.2506,1.37548,109.351,1.79434,1.19783,1.74731,1.51376,1.66786,132.595,2.17651,1.4526,0.69842,0.7688,61.023,0.66683,1.04437,1.14822,91.29,1233,,,864.23,950.12,75551,1239.07,827.62,1446.7,1250.6,1375.48,109351,1794.34,1197.83,1747.31,1513.76,1667.86,132595,2176.51,1452.6,698.42,768.8,61023,666.83,1044.37,1148.22,91290,1233000,,827.5132376,827.4720872,827.5933837,826.2490481,827.62,1197.317854,1197.46833,1197.923743,1197.842042,1196.519742,1197.83,1446.108702,1449.447993,1452.561356,1452.459196,1451.362163,1452.6,668.7476661,669.5580986,668.4521853,666.83,1000,1000,1000,1233,,26932.47683,30.79930924,1,,,
2010.06.10,0.87521,0.9703,77.616,1.23703,0.84999,1.4257,1.24807,1.38434,110.706,1.76476,1.21239,1.73013,1.51477,1.67986,134.339,2.17651,1.4713,0.70574,0.78268,62.572,0.68647,1.02979,1.14178,91.314,1216.28,,,875.21,970.3,77616,1237.03,849.99,1425.7,1248.07,1384.34,110706,1764.76,1212.39,1730.13,1514.77,1679.86,134339,2176.51,1471.3,705.74,782.68,62572,686.47,1029.79,1141.78,91314,1216280,,849.8917255,849.8134492,849.9901439,849.1839841,849.99,1211.830743,1211.965546,1212.440225,1212.366121,1211.454797,1212.39,1470.593199,1470.950388,1471.264166,1471.17638,1494.10882,1471.3,685.3241923,685.4910753,685.2399413,686.47,1000,1000,1000,1216.28,,27329.5149,397.03807,1,,,
2010.06.11,0.8773,0.97664,77.905,1.23118,0.8501,1.4218,1.24969,1.39156,110.997,1.75391,1.21112,1.71041,1.50154,1.67177,133.32,2.17651,1.45498,0.71169,0.79224,63.188,0.68974,1.03215,1.14909,91.644,1226.25,,,877.3,976.64,77905,1231.18,850.1,1421.8,1249.69,1391.56,110997,1753.91,1211.12,1710.41,1501.54,1671.77,133320,2176.51,1454.98,711.69,792.24,63188,689.74,1032.15,1149.09,91644,1226250,,849.9733566,849.924723,850.0829296,849.1940932,850.1,1208.67218,1210.763939,1211.010452,1211.175854,1209.741883,1211.12,1454.019541,1454.769171,1454.864284,1454.759722,1501.226007,1454.98,689.5218718,689.4499125,689.4941295,689.74,1000,1000,1000,1226.25,,27270.83405,-58.68084663,0,,,
2010.06.14,0.88738,0.98021,78.618,1.23495,0.85856,1.4229,1.26279,1.39556,111.902,1.75808,1.22201,1.71592,1.52338,1.68333,134.97,2.12112,1.47415,0.71726,0.79341,63.626,0.69439,1.03369,1.14191,91.569,1221,,,887.38,980.21,78618,1234.95,858.56,1422.9,1262.79,1395.56,111902,1758.08,1222.01,1715.92,1523.38,1683.33,134970,2121.12,1474.15,717.26,793.41,63626,694.39,1033.69,1141.91,91569,1221000,,858.4585321,858.395145,858.5656718,857.5369305,858.56,1221.645024,1221.633178,1222.127838,1222.051131,1220.793171,1222.01,1473.220275,1473.730035,1474.13544,1473.970449,1472.884517,1474.15,693.8830791,694.8095734,694.8421409,694.39,1000,1000,1000,1221,,27462.79213,191.9580798,1,,,
2010.06.15,0.88714,0.98032,79.141,1.23793,0.86535,1.4244,1.26004,1.39726,112.757,1.764,1.23311,1.70978,1.51752,1.67621,135.305,2.11685,1.47972,0.71563,0.7915,63.906,0.69863,1.02481,1.13298,91.439,1233.93,,,887.14,980.32,79141,1237.93,865.35,1424.4,1260.04,1397.26,112757,1764,1233.11,1709.78,1517.52,1676.21,135305,2116.85,1479.72,715.63,791.5,63906,698.63,1024.81,1132.98,91439,1233930,,865.6629034,865.2579922,865.5059657,864.8550359,865.35,1232.60454,1229.535231,1233.260958,1233.139033,1232.38332,1233.11,1479.558123,1480.781803,1479.47007,1479.729656,1478.894916,1479.72,698.3050517,698.6001518,698.8921576,698.63,1000,1000,1000,1233.93,,27627.17691,164.3847767,1,,,
2010.06.16,0.88462,0.97681,78.984,1.23672,0.86376,1.4246,1.26028,1.39225,112.552,1.76304,1.23095,1.70437,1.50836,1.66583,134.661,2.1952,1.47293,0.71395,0.78798,63.642,0.69765,1.02415,1.13099,91.432,1228.85,,,884.62,976.81,78984,1236.72,863.76,1424.6,1260.28,1392.25,112552,1763.04,1230.95,1704.37,1508.36,1665.83,134661,2195.2,1472.93,713.95,787.98,63642,697.65,1024.15,1130.99,91432,1228850,,863.7601914,863.6769556,863.8551054,862.797708,863.76,1230.512496,1230.561929,1231.001158,1230.991338,1229.984856,1230.95,1472.166631,1472.792071,1472.895428,1472.799458,1531.48128,1472.93,697.1146805,696.7170355,696.0582728,697.65,1000,1000,1000,1228.85,,27613.30659,-13.87031269,0,,,
2010.06.17,0.89267,0.96543,79.031,1.23188,0.8685,1.4258,1.27306,1.37744,112.734,1.75756,1.23883,1.70594,1.52376,1.64799,134.873,2.176,1.4823,0.7233,0.78288,64.012,0.70427,1.02793,1.11179,90.998,1244.81,,,892.67,965.43,79031,1231.88,868.5,1425.8,1273.06,1377.44,112734,1757.56,1238.83,1705.94,1523.76,1647.99,134873,2176,1482.3,723.3,782.88,64012,704.27,1027.93,1111.79,90998,1244810,,868.4151645,868.3564342,868.4916152,867.5761276,868.5,1238.3073,1238.469546,1238.939008,1238.862393,1237.796781,1238.83,1481.60889,1482.357748,1482.285324,1482.153454,1532.49152,1482.3,703.6471355,704.1617572,703.4440317,704.27,1000,1000,1000,1244.81,,27776.07423,162.7676344,1,,,
2010.06.18,0.89052,0.96611,79.065,1.23266,0.87181,1.422,1.26516,1.37294,112.364,1.75137,1.23872,1.69916,1.51411,1.64274,134.421,2.9787,1.48222,0.72157,0.78266,64.067,0.7065,1.02171,1.10834,90.698,1256.58,,,890.52,966.11,79065,1232.66,871.81,1422,1265.16,1372.94,112364,1751.37,1238.72,1699.16,1514.11,1642.74,134421,2978.7,1482.22,721.57,782.66,64067,706.5,1021.71,1108.34,90698,1256580,,871.5976158,871.6729523,871.7391784,870.87429,871.81,1239.71382,1238.277006,1238.735406,1238.880681,1237.342905,1238.72,1481.34468,1481.937145,1482.162513,1482.072372,2104.45155,1482.22,706.2375821,706.1551509,706.3772079,706.5,1000,1000,1000,1256.58,,28385.40206,609.327826,1,,,
2010.06.21,0.89727,0.9744,79.824,1.23649,0.87628,1.446,1.26059,1.36951,112.172,1.73786,1.23134,1.68305,1.51089,1.641,134.408,2.837,1.47561,0.72428,0.78651,64.424,0.70794,1.02412,1.11211,91.096,1233.45,,,897.27,974.4,79824,1236.49,876.28,1446,1260.59,1369.51,112172,1737.86,1231.34,1683.05,1510.89,1641,134408,2837,1475.61,724.28,786.51,64424,707.94,1024.12,1112.11,91096,1233450,,876.137562,876.1723211,876.2624045,875.3607306,876.28,1267.10088,1230.900676,1231.451925,1231.360323,1230.300608,1231.34,1474.823054,1475.305628,1475.573459,1475.454466,2008.42578,1475.61,707.2218099,707.2232063,707.2099763,707.94,1000,1000,1000,1233.45,,28250.90481,-134.4972451,0,,,
2010.06.22,0.89697,0.96465,78.911,1.2367,0.87139,1.478,1.26287,1.35869,111.129,1.74176,1.227,1.69906,1.52472,1.64014,134.127,2.1317,1.48132,0.72319,0.77868,63.645,0.70383,1.02946,1.10726,90.559,1239.68,,,896.97,964.65,78911,1236.7,871.39,1478,1262.87,1358.69,111129,1741.76,1227,1699.06,1524.72,1640.14,134127,2131.7,1481.32,723.19,778.68,63645,703.83,1029.46,1107.26,90559,1239680,,871.301459,871.2045951,871.3766716,870.426561,871.39,1287.91442,1226.730519,1227.074039,1227.144734,1225.902941,1227,1480.543893,1481.087172,1481.260047,1481.100719,1500.354411,1481.32,702.4945117,703.2494626,702.8014885,703.83,1000,1000,1000,1239.68,,27735.18764,-515.7171653,0,,,
2010.06.23,0.9082,0.96529,78.454,1.2232,0.87378,1.485,1.27921,1.36035,110.547,1.72396,1.23093,1.7108,1.55464,1.65246,134.279,2.948,1.4954,0.74057,0.7877,64.106,0.7134,1.03954,1.10509,89.803,1236.99,,,908.2,965.29,78454,1223.2,873.78,1485,1279.21,1360.35,110547,1723.96,1230.93,1710.8,1554.64,1652.46,134279,2948,1495.4,740.57,787.7,64106,713.4,1039.54,1105.09,89803,1236990,,873.6556554,873.4944665,873.6233756,872.63088,873.78,1297.5633,1230.553899,1230.985712,1230.99451,1229.873064,1230.93,1494.862824,1495.507628,1495.317123,1495.261851,2103.1032,1495.4,712.4016392,712.7926232,713.8514304,713.4,1000,1000,1000,1236.99,,28486.97318,751.7855369,1,,,
2010.06.24,0.90366,0.95521,77.642,1.22237,0.86653,1.4228,1.28562,1.35946,110.506,1.73993,1.2332,1.72273,1.55719,1.64638,133.803,2.1746,1.49341,0.73798,0.77963,63.402,0.70811,1.04285,1.10247,89.602,1243.1,,,903.66,955.21,77642,1222.37,866.53,1422.8,1285.62,1359.46,110506,1739.93,1233.2,1722.73,1557.19,1646.38,133803,2174.6,1493.41,737.98,779.63,63402,708.11,1042.85,1102.47,89602,1243100,,866.5292228,866.4272044,866.5208366,865.5724207,866.53,1232.898884,1232.794745,1233.103849,1233.298364,1232.061832,1233.2,1492.797227,1493.206118,1493.355828,1493.303721,1539.856006,1493.41,707.6569018,707.1666349,707.5958126,708.11,1000,1000,1000,1243.1,,27808.49561,-678.4775741,0,,,
2010.06.25,0.9043,0.95463,77.971,1.22314,0.87375,1.4148,1.2799,1.3518,110.402,1.7314,1.23685,1.72241,1.55864,1.64532,134.344,2.1663,1.50579,0.73829,0.77925,63.658,0.71358,1.03518,1.09264,89.223,1255.45,,,904.3,954.63,77971,1223.14,873.75,1414.8,1279.9,1351.8,110402,1731.4,1236.85,1722.41,1558.64,1645.32,134344,2166.3,1505.79,738.29,779.25,63658,713.58,1035.18,1092.64,89223,1255450,,873.5678819,873.6912432,873.8890196,872.8082412,873.75,1236.1815,1236.403331,1237.186997,1237.37153,1235.492412,1236.85,1504.955738,1505.670511,1505.820764,1505.710411,1545.828354,1505.79,713.1996368,713.1809196,713.4707418,713.58,1000,1000,1000,1255.45,,27969.84923,161.3536241,1,,,
2010.06.28,0.90287,0.9474,77.914,1.23014,0.872,1.473,1.27099,1.33413,109.708,1.7322,1.22763,1.73141,1.56397,1.64132,134.944,2.13194,1.51042,0.73291,0.7692,63.268,0.70806,1.03559,1.08667,89.354,1238.65,,,902.87,947.4,77914,1230.14,872,1473,1270.99,1334.13,109708,1732.2,1227.63,1731.41,1563.97,1641.32,134944,2131.94,1510.42,732.91,769.2,63268,708.06,1035.59,1086.67,89354,1238650,,871.8411727,871.8378164,871.9699174,871.0129284,872,1284.456,1227.310036,1227.723228,1227.790586,1226.501532,1227.63,1509.78952,1510.221227,1510.412545,1510.217785,1509.541436,1510.42,707.722168,707.8505894,708.0600757,708.06,1000,1000,1000,1238.65,,27911.01856,-58.83066914,0,,,
2010.06.29,0.89557,0.91776,75.165,1.22533,0.84848,1.4359,1.28632,1.31863,107.963,1.76037,1.2187,1.77471,1.59039,1.62986,133.447,2.17395,1.50653,0.72974,0.74863,61.292,0.6917,1.05578,1.08183,88.583,1240.3,,,895.57,917.76,75165,1225.33,848.48,1435.9,1286.32,1318.63,107963,1760.37,1218.7,1774.71,1590.39,1629.86,133447,2173.95,1506.53,729.74,748.63,61292,691.7,1055.78,1081.83,88583,1240300,,848.2543712,848.3403122,848.5262409,847.560761,848.48,1218.332432,1218.359886,1218.888365,1218.777869,1217.647929,1218.7,1505.805941,1506.364962,1506.576819,1506.462865,1503.721215,1506.53,691.1856637,692.0033647,691.9160561,691.7,1000,1000,1000,1240.3,,27594.43505,-316.5835093,0,,,
2010.06.30,0.89389,0.90516,74.313,1.22688,0.84048,1.4552,1.30104,1.3182,108.195,1.78642,1.22362,1.77686,1.58951,1.60992,132.124,2.17721,1.49444,0.72766,0.73764,60.508,0.68433,1.06367,1.07728,88.418,1242.13,,,893.89,905.16,74313,1226.88,840.48,1455.2,1301.04,1318.2,108195,1786.42,1223.62,1776.86,1589.51,1609.92,132124,2177.21,1494.44,727.66,737.64,60508,684.33,1063.67,1077.28,88418,1242130,,840.3828255,840.227239,840.4736592,839.5907904,840.48,1223.066496,1223.161319,1223.637309,1223.676175,1222.500799,1223.62,1493.415293,1494.363853,1494.430417,1494.311113,1489.930119,1494.44,684.1031523,684.7244913,684.3402927,684.33,1000,1000,1000,1242.13,,27481.33534,-113.0997101,0,,,
2010.07.01,0.89309,0.89272,73.85,1.22001,0.84316,1.4849,1.32673,1.32653,109.72,1.8129,1.25267,1.79872,1.60755,1.60702,132.901,2.19761,1.51748,0.73219,0.73331,60.733,0.69035,1.05947,1.05905,87.591,1198.4,,,893.09,892.72,73850,1220.01,843.16,1484.9,1326.73,1326.53,109720,1812.9,1252.67,1798.72,1607.55,1607.02,132901,2197.61,1517.48,732.19,733.31,60733,690.35,1059.47,1059.05,87591,1198400,,842.9592155,842.9441481,843.1231519,842.2339035,843.16,1252.008284,1252.258205,1252.565979,1252.640111,1251.535515,1252.67,1516.608755,1517.315261,1517.416553,1517.290589,1517.120064,1517.48,691.0908284,692.4224541,693.3703234,690.35,1000,1000,1000,1198.4,,27796.96334,315.6279976,1,,,
2010.07.02,0.89352,0.89381,73.816,1.22093,0.84138,1.489,1.33419,1.33524,110.252,1.82295,1.25655,1.8047,1.61356,1.61467,133.29,2.2796,1.51938,0.73075,0.73131,60.399,0.68818,1.06223,1.06259,87.738,1211.33,,,893.52,893.81,73816,1220.93,841.38,1489,1334.19,1335.24,110252,1822.95,1256.55,1804.7,1613.56,1614.67,133290,2279.6,1519.38,730.75,731.31,60399,688.18,1062.23,1062.59,87738,1211330,,841.1737571,841.1616898,841.3230299,840.2196074,841.38,1252.81482,1256.027414,1256.59003,1256.604892,1254.517731,1256.55,1518.438486,1519.030718,1519.560696,1519.18211,1568.775128,1519.38,687.9395235,688.2334673,688.4018327,688.18,1000,1000,1000,1211.33,,27866.81493,69.85159269,1,,,
2010.07.05,0.89204,0.89298,73.636,1.21791,0.83911,1.4935,1.33259,1.33457,110.027,1.82001,1.25381,1.80255,1.60892,1.61091,132.799,2.19441,1.51347,0.73136,0.73216,60.371,0.68819,1.06326,1.06445,87.756,1208.6,,,892.04,892.98,73636,1217.91,839.11,1493.5,1332.59,1334.57,110027,1820.01,1253.81,1802.55,1608.92,1610.91,132799,2194.41,1513.47,731.36,732.16,60371,688.19,1063.26,1064.45,87756,1208600,,838.9669507,838.9121142,839.0993208,838.1534829,839.11,1253.210785,1253.305871,1253.764855,1253.783217,1252.512682,1253.81,1512.537731,1513.195267,1513.373103,1513.275446,1510.171018,1513.47,687.8468108,687.8293955,687.9415652,688.19,1000,1000,1000,1208.6,,27751.05961,-115.7553187,0,,,
2010.07.06,0.89863,0.90267,74.602,1.22772,0.85251,1.484,1.33064,1.33712,110.488,1.81856,1.26268,1.77623,1.5969,1.60427,132.556,2.1818,1.51486,0.73028,0.73393,60.676,0.69367,1.05428,1.05907,87.51,1192.3,,,898.63,902.67,74602,1227.72,852.51,1484,1330.64,1337.12,110488,1818.56,1262.68,1776.23,1596.9,1604.27,132556,2181.8,1514.86,730.28,733.93,60676,693.67,1054.28,1059.07,87510,1192300,,852.3636984,852.3232648,852.4968575,851.6325324,852.51,1265.12484,1262.131502,1262.541664,1262.575706,1261.480515,1262.68,1514.253837,1514.683006,1514.791279,1514.7526,1513.449206,1514.86,692.6812611,692.9947973,693.3607588,693.67,1000,1000,1000,1192.3,,27889.65733,138.597711,1,,,
2010.07.07,0.90416,0.90852,75.777,1.22813,0.86413,1.4619,1.32204,1.32904,110.816,1.7961,1.26374,1.7567,1.58902,1.59707,133.161,2.1558,1.5187,0.73614,0.73924,61.674,0.70288,1.04644,1.05159,87.689,1202.48,,,904.16,908.52,75777,1228.13,864.13,1461.9,1322.04,1329.04,110816,1796.1,1263.74,1756.7,1589.02,1597.07,133161,2155.8,1518.7,736.14,739.24,61674,702.88,1046.44,1051.59,87689,1202480,,864.0342495,863.9488774,864.1562796,863.2280144,864.13,1263.271647,1263.369137,1263.838568,1263.738895,1262.442768,1263.74,1518.017171,1518.500822,1518.719273,1518.559911,1515.268704,1518.7,703.4708153,702.9735924,703.326529,702.88,1000,1000,1000,1202.48,,28022.79525,133.1379279,1,,,
2010.07.08,0.9138,0.92002,77.482,1.23579,0.87718,1.4468,1.32225,1.33197,112.148,1.78886,1.26955,1.7281,1.57983,1.59088,133.951,2.1347,1.51659,0.73907,0.74321,62.639,0.7091,1.04183,1.04904,88.331,1197.91,,,913.8,920.02,77482,1235.79,877.18,1446.8,1322.25,1331.97,112148,1788.86,1269.55,1728.1,1579.83,1590.88,133951,2134.7,1516.59,739.07,743.21,62639,709.1,1041.83,1049.04,88331,1197910,,877.1104691,877.0113628,877.1778877,876.298689,877.18,1269.104024,1269.160996,1269.703729,1269.633537,1268.480626,1269.55,1515.854758,1516.399029,1516.510333,1516.466473,1513.71577,1516.59,709.3959667,708.4667887,709.1394867,709.1,1000,1000,1000,1197.91,,28129.95993,107.1646718,1,,,
2010.07.09,0.90654,0.92769,77.734,1.23281,0.87733,1.445,1.30617,1.33685,112,1.77662,1.26404,1.71613,1.55666,1.59294,133.455,2.11631,1.50637,0.73411,0.75117,62.933,0.71037,1.03361,1.05756,88.609,1211.54,,,906.54,927.69,77734,1232.81,877.33,1445,1306.17,1336.85,112000,1776.62,1264.04,1716.13,1556.66,1592.94,133455,2116.31,1506.37,734.11,751.17,62933,710.37,1033.61,1057.56,88609,1211540,,877.0619479,877.1984568,877.2698033,875.7512397,877.33,1267.74185,1263.697139,1264.089035,1263.979957,1262.057549,1264.04,1505.612333,1506.041931,1506.240781,1506.111117,1503.363135,1506.37,710.2388715,710.2859412,710.2325949,710.37,1000,1000,1000,1211.54,,28056.62368,-73.33624311,0,,,
2010.07.12,0.90803,0.92836,77.596,1.22953,0.87576,1.4378,1.30583,1.33557,111.608,1.76883,1.25956,1.71541,1.55843,1.59356,133.162,2.1845,1.50298,0.73838,0.75542,63.15,0.71153,1.03702,1.06027,88.606,1196.55,,,908.03,928.36,77596,1229.53,875.76,1437.8,1305.83,1335.57,111608,1768.83,1259.56,1715.41,1558.43,1593.56,133162,2184.5,1502.98,738.38,755.42,63150,711.53,1037.02,1060.27,88606,1196550,,875.6147422,875.5882935,875.7420491,874.8474809,875.76,1259.167728,1259.213901,1259.650844,1259.598673,1258.57561,1259.56,1502.287462,1502.796475,1502.975657,1502.855337,1554.337285,1502.98,712.0209832,712.4788969,712.7056858,711.53,1000,1000,1000,1196.55,,28046.8371,-9.786579556,0,,,
